# 05_IMPORTS_STRATIFIED.txt
# Temporal and architectural classification
# Format: <module>|<era>|<module_reality>|<symbol_reality>

. signal_vocabulary|ERA_UNKNOWN|DEAD|N/A
.capability_vocabulary|ERA_UNKNOWN|DEAD|N/A
.wiring_config|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.vehicles.signal_registry|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.signal_types.client|ERA_MODERN|LIVE|N/A
.signal_types.client|ERA_UNKNOWN|DEAD|N/A
.signal_types.cache|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.ports|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.audit_signal_irrigation|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.signal_evidence_extractor|ERA_MODERN|DEAD|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.visualization_generator|ERA_MODERN|LIVE|N/A
.base_extractor|ERA_UNKNOWN|DEAD|N/A
.pdm_structural_profile|ERA_UNKNOWN|DEAD|N/A
.modular_resolver|ERA_UNKNOWN|DEAD|N/A
.policy_area_scorer|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.infrastructure.validators|ERA_MODERN|LIVE|N/A
.normative_compliance_validator|ERA_UNKNOWN|DEAD|N/A
platform|ERA_UNKNOWN|DEAD|N/A
fcntl  # Unix|ERA_UNKNOWN|DEAD|N/A
msvcrt  # Windows|ERA_UNKNOWN|DEAD|N/A
.pylint_unreachable_fallback|ERA_UNKNOWN|DEAD|N/A
mypy.plugin|ERA_UNKNOWN|DEAD|N/A
mypy.types|ERA_UNKNOWN|DEAD|N/A
astroid|ERA_UNKNOWN|DEAD|N/A
pylint.checkers|ERA_UNKNOWN|DEAD|N/A
pylint.interfaces|ERA_UNKNOWN|DEAD|N/A
sklearn.ensemble|ERA_UNKNOWN|DEAD|N/A
nltk.corpus|ERA_UNKNOWN|DEAD|N/A
nltk.tokenize|ERA_UNKNOWN|DEAD|N/A
nltk|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.analysis.factory|ERA_MODERN|DEAD|N/A
PyPDF2|ERA_UNKNOWN|DEAD|N/A
docx|ERA_UNKNOWN|DEAD|N/A
networkx|ERA_UNKNOWN|DEAD|N/A
dowhy|ERA_UNKNOWN|DEAD|N/A
causalnex.inference|ERA_UNKNOWN|DEAD|N/A
causalnex.network|ERA_UNKNOWN|DEAD|N/A
causalnex.structure|ERA_UNKNOWN|DEAD|N/A
causalnex.structure.notears|ERA_UNKNOWN|DEAD|N/A
networkx.drawing.nx_pydot|ERA_UNKNOWN|DEAD|N/A
torch|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_00.phase0_00_02_runtime_error_fixes|ERA_MODERN|DEAD|N/A
scipy.stats|ERA_UNKNOWN|DEAD|N/A
sentence_transformers|ERA_UNKNOWN|DEAD|N/A
fitz|ERA_UNKNOWN|DEAD|N/A
pydot|ERA_UNKNOWN|DEAD|N/A
rapidfuzz|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.inference.bayesian_adapter|ERA_MODERN|LIVE|N/A
canonic_questionnaire_central.constants|ERA_UNKNOWN|LIVE|N/A
farfan_pipeline.analysis.retry_handler|ERA_MODERN|DEAD|N/A
farfan_pipeline.methods.embedding_cache_sota|ERA_MODERN|LIVE|N/A
contradiction_deteccion|ERA_UNKNOWN|DEAD|N/A
financiero_viabilidad_tablas|ERA_UNKNOWN|DEAD|N/A
retry_handler|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.methods.causal_inference_dowhy|ERA_MODERN|LIVE|N/A
farfan_pipeline.methods.causal_structure_learning|ERA_MODERN|LIVE|N/A
farfan_pipeline.methods.heterogeneous_treatment_effects|ERA_MODERN|LIVE|N/A
copy|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.core.policy_area_canonicalization|ERA_MODERN|DEAD|N/A
pickle|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.core.canonical_notation|ERA_MODERN|LIVE|N/A
sklearn.metrics.pairwise|ERA_UNKNOWN|DEAD|N/A
decimal|ERA_UNKNOWN|DEAD|N/A
img2table.document|ERA_UNKNOWN|DEAD|N/A
tabula|ERA_UNKNOWN|DEAD|N/A
sklearn.cluster|ERA_UNKNOWN|DEAD|N/A
econml.dml|ERA_UNKNOWN|DEAD|N/A
econml.metalearners|ERA_UNKNOWN|DEAD|N/A
sklearn.linear_model|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.methods.financiero_viabilidad_tablas|ERA_MODERN|LIVE|N/A
farfan_pipeline.analysis.contradiction_deteccion|ERA_MODERN|DEAD|N/A
farfan_pipeline.methods.config_schemas|ERA_MODERN|LIVE|N/A
jsonschema|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.analysis.spc_causal_bridge|ERA_MODERN|DEAD|N/A
farfan_pipeline.orchestration.compatibility|ERA_MODERN|LIVE|N/A
enforcement.enforce_contracts|ERA_UNKNOWN|DEAD|N/A
.equipment_auditor|ERA_UNKNOWN|DEAD|N/A
.audit_runner|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.orchestration.audit|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_03.contracts.phase3_10_02_output_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_00.phase0_30_00_resource_controller|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.registries.questionnaire_signal_registry|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_03.contracts.phase3_10_00_input_contract|ERA_MODERN|LIVE|N/A
canonic_questionnaire_central.resolver|ERA_UNKNOWN|LIVE|N/A
farfan_pipeline.phases.Phase_02.methods.contradiction_detector|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_02.methods.temporal_logic|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_02.methods.bayesian_calculator|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_02.methods.municipal_analyzer|ERA_MODERN|DEAD|N/A
.scope_alignment_gate|ERA_UNKNOWN|DEAD|N/A
.value_add_gate|ERA_UNKNOWN|DEAD|N/A
.capability_gate|ERA_UNKNOWN|DEAD|N/A
.irrigation_channel_gate|ERA_UNKNOWN|DEAD|N/A
.gate_orchestrator|ERA_UNKNOWN|DEAD|N/A
.gates|ERA_UNKNOWN|DEAD|N/A
.factory|ERA_UNKNOWN|DEAD|N/A
.sisas_integration_hub|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_00.phase0_40_00_input_validation|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_00.phase0_90_02_bootstrap|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_00.phase0_90_03_wiring_validator|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.phase1_01_00_cpp_models|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.phase1_17_00_performance_metrics|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.phase1_16_00_checkpoint_manager|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.phase1_13_00_cpp_ingestion|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_03.contracts.phase3_input_contract|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_03.phase3_10_00_thresholds|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_03.phase3_20_00_score_extractor|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_03.phase3_30_00_validation|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_03.phase3_40_00_signal_enrichment|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_03.phase3_50_00_normative|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_03.contracts.phase3_output_contract|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_04.phase4_10_00_aggregation_settings|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_04.contracts.phase4_10_00_input_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_04.phase4_30_00_aggregation|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_04.phase4_30_00_choquet_aggregator|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_04.phase4_10_00_aggregation_provenance|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_04.phase4_10_00_uncertainty_quantification|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_04.phase4_60_00_aggregation_validation|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_05.contracts.phase5_10_00_input_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_05.phase5_15_00_performance_boost|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_05.phase5_10_00_area_aggregation|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_05.phase5_00_00_area_score|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_05.phase5_20_00_area_validation|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_05.phase5_40_00_synthesis_engine|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_05.contracts.phase5_10_02_output_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_06.phase6_30_00_cluster_aggregator|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_07.phase7_31_00_performance_metrics|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_07.phase7_30_00_checkpoint_manager|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_07.interphase|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_07.phase7_20_00_macro_aggregator|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_07.contracts.phase7_10_01_mission_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_07.phase7_32_00_exit_gate_validation|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_08.phase8_10_00_schema_validation|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_08.phase8_25_00_recommendation_bifurcator|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_08.phase8_30_00_signal_enriched_recommendations|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_09.contracts.phase9_10_00_input_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_09.phase9_10_00_report_assembly|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_09.phase9_10_00_report_generator|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_09.phase9_15_00_institutional_entity_annex|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.contracts.phase2_10_00_input_contract|ERA_MODERN|LIVE|N/A
gc|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_03.contracts.phase03_output_contract|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_07.phase7_10_00_macro_score|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_04.primitives.phase4_00_00_types|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_06.phase6_10_00_cluster_score|ERA_MODERN|LIVE|N/A
orchestration.aggregation_integration|ERA_UNKNOWN|DEAD|N/A
dotenv|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.signals.types|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.vehicles|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.vocabulary.signal_vocabulary|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.consumers.base_consumer|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.consumers.phase0.phase0_90_02_bootstrap|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.consumers.phase1.phase1_11_00_signal_enrichment|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.consumers.phase2.phase2_contract_consumer|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.consumers.phase2.phase2_evidence_consumer|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.consumers.phase2.phase2_executor_consumer|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.consumers.phase3.phase3_10_00_signal_enriched_scoring|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.consumers.phase7.phase7_meso_consumer|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.consumers.phase8.phase8_30_00_signal_enriched_recommendations|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.extractors.structural_marker_extractor|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.extractors.quantitative_triplet_extractor|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.extractors.normative_reference_extractor|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.extractors.population_disaggregation_extractor|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.extractors.temporal_consistency_extractor|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.extractors.semantic_relationship_extractor|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.vehicles.signal_loader|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.vehicles.signal_irrigator|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.vehicles.signal_context_scoper|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.vehicles.signal_evidence_extractor|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.vehicles.signal_enhancement_integrator|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.vehicles.signal_intelligence_layer|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.vehicles.signal_quality_metrics|ERA_MODERN|LIVE|N/A
.trigger_registry|ERA_UNKNOWN|DEAD|N/A
.subphase_triggers|ERA_UNKNOWN|DEAD|N/A
.contract_triggers|ERA_UNKNOWN|DEAD|N/A
.extraction_triggers|ERA_UNKNOWN|DEAD|N/A
.profile.pdm_structural_profile|ERA_UNKNOWN|DEAD|N/A
.contracts.pdm_contracts|ERA_UNKNOWN|DEAD|N/A
.pdm_contracts|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.pdm.profile.pdm_structural_profile|ERA_MODERN|LIVE|N/A
.primitives.constants|ERA_BOOTSTRAP|DEAD|N/A
.phase0_90_01_verified_pipeline_runner|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_02.phase2_10_03_executor_config|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_60_02_arg_router|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_00.primitives.providers|ERA_MODERN|DEAD|N/A
.primitives.phase0_00_03_primitives|ERA_BOOTSTRAP|DEAD|N/A
importlib.resources|ERA_UNKNOWN|DEAD|N/A
.phase0_10_01_runtime_config|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.orchestration.seed_registry|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_00.phase0_00_03_protocols|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.contractual.dura_lex.idempotency_dedup|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.contractual.dura_lex.traceability|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_zero.phase0_10_00_paths|ERA_MODERN|LIVE|N/A
fitz  # PyMuPDF|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.methods.contradiction_deteccion|ERA_MODERN|LIVE|N/A
.resource_controller|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_02.phase2_10_01_class_registry|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_00.phase0_00_03_primitives|ERA_MODERN|DEAD|N/A
farfan_pipeline.utils.contract_io|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_00.phase0_00_01_domain_errors|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_00.phase0_10_04_runtime_config_typed|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_00.phase0_90_00_main|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_00.primitives.constants|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_00.primitives.coverage_gate|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_00.primitives.json_logger|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_00.primitives.performance_metrics|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_00.primitives.runtime_error_fixes|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_00.primitives.schema_monitor|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_00.primitives.signature_validator|ERA_MODERN|DEAD|N/A
.phase1_03_00_models|ERA_UNKNOWN|DEAD|N/A
.phase1_05_00_thread_safe_results|ERA_UNKNOWN|DEAD|N/A
.PHASE_1_CONSTANTS|ERA_UNKNOWN|DEAD|N/A
.primitives|ERA_BOOTSTRAP|DEAD|N/A
.phase1_06_00_questionnaire_mapper|ERA_UNKNOWN|DEAD|N/A
.phase1_07_00_sp4_question_aware|ERA_UNKNOWN|DEAD|N/A
.phase1_12_01_pdm_integration|ERA_UNKNOWN|DEAD|N/A
.phase1_07_01_colombian_pdm_enhancer|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_01.contracts.phase1_10_01_constitutional_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.contracts.phase1_10_00_input_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.contracts.phase1_10_02_mission_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.contracts.phase1_10_03_output_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.phase1_03_00_models|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.signal_quality_metrics|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_01.phase1_06_00_questionnaire_mapper|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.PHASE_1_CONSTANTS|ERA_MODERN|LIVE|N/A
psutil  # type: ignore|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.utils.paths|ERA_MODERN|LIVE|N/A
glob|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.calibration.uoa_sensitive|ERA_MODERN|DEAD|N/A
farfan_pipeline.calibration.runtime_context|ERA_MODERN|DEAD|N/A
farfan_pipeline.pdm.contracts|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_zero.phase0_40_00_input_validation|ERA_MODERN|LIVE|N/A
.primitives.truncation_audit|ERA_BOOTSTRAP|DEAD|N/A
.primitives.streaming_extractor|ERA_BOOTSTRAP|DEAD|N/A
.phase1_01_00_cpp_models|ERA_UNKNOWN|DEAD|N/A
.phase1_09_00_circuit_breaker|ERA_UNKNOWN|DEAD|N/A
langdetect|ERA_UNKNOWN|DEAD|N/A
fitz  # PyMuPDF for PDF extraction|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_02.phase2_10_02_methods_registry|ERA_MODERN|LIVE|N/A
.phase1_12_00_structural|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.infrastructure.windows_utils|ERA_MODERN|LIVE|N/A
tracemalloc|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_01.phase1_07_01_colombian_pdm_enhancer|ERA_MODERN|LIVE|N/A
.phase1_10_00_colombian_pdm_guards|ERA_UNKNOWN|DEAD|N/A
.phase1_10_00_streaming_extractor|ERA_UNKNOWN|DEAD|N/A
.phase1_10_00_truncation_audit|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.methods|ERA_MODERN|DEAD|N/A
farfan_pipeline.methods.derek_beach|ERA_MODERN|LIVE|N/A
farfan_pipeline.methods.teoria_cambio|ERA_MODERN|LIVE|N/A
..PHASE_1_CONSTANTS|ERA_UNKNOWN|DEAD|N/A
unittest|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_01.primitives.streaming_extractor|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_01|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.docs.legacy.phase1_01_00_cpp_models|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_01.phase1_09_00_circuit_breaker|ERA_MODERN|LIVE|N/A
psutil  # noqa: F401|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_01.contracts|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.contracts.phase1_mission_contract|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_01.phase1_07_00_sp4_question_aware|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.phase1_11_00_signal_enrichment|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_01.contracts.phase1_input_contract|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_01.contracts.phase1_output_contract|ERA_MODERN|DEAD|N/A
.|ERA_UNKNOWN|LIVE|N/A
.PHASE_2_CONSTANTS|ERA_UNKNOWN|DEAD|N/A
.phase2_10_00_phase_2_constants|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_02.phase2_60_00_base_executor_with_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_80_00_evidence_nexus|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_90_00_carver|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_95_00_contract_hydrator|ERA_MODERN|LIVE|N/A
.phase2_20_00_method_signature_validator|ERA_UNKNOWN|DEAD|N/A
.phase2_20_01_method_source_validator|ERA_UNKNOWN|DEAD|N/A
.phase2_30_05_distributed_cache|ERA_UNKNOWN|DEAD|N/A
.phase2_50_01_chunk_processor|ERA_UNKNOWN|DEAD|N/A
.phase2_50_02_batch_optimizer|ERA_UNKNOWN|DEAD|N/A
.phase2_60_01_contract_validator_cqvr|ERA_UNKNOWN|DEAD|N/A
.phase2_60_02_arg_router|ERA_UNKNOWN|DEAD|N/A
.phase2_60_03_signature_runtime_validator|ERA_UNKNOWN|DEAD|N/A
.phase2_85_00_evidence_nexus_sota_implementations|ERA_UNKNOWN|DEAD|N/A
.phase2_95_00_executor_profiler|ERA_UNKNOWN|DEAD|N/A
.phase2_95_01_metrics_persistence|ERA_UNKNOWN|DEAD|N/A
.phase2_95_02_precision_tracking|ERA_UNKNOWN|DEAD|N/A
.phase2_95_04_metrics_exporter|ERA_UNKNOWN|DEAD|N/A
.phase2_95_05_execution_predictor|ERA_UNKNOWN|DEAD|N/A
.phase2_95_06_benchmark_performance_optimizations|ERA_UNKNOWN|DEAD|N/A
.phase2_96_00_contract_migrator|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_02.contracts.phase2_10_01_mission_contract|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.contracts.phase2_10_02_output_contract|ERA_MODERN|LIVE|N/A
weakref|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.processing.policy_processor|ERA_MODERN|DEAD|N/A
signal|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_02.phase2_30_02_resource_alerts|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_30_03_resource_aware_executor|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_30_00_resource_manager|ERA_MODERN|LIVE|N/A
requests|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_00.phase0_10_00_canonical_questionnaire|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_02.phase2_60_04_calibration_policy|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_50_01_task_planner|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_40_02_schema_validation|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_40_00_synchronization|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_40_01_executor_chunk_synchronizer|ERA_MODERN|LIVE|N/A
prometheus_client|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_02.phase2_40_03_irrigation_synchronizer|ERA_MODERN|LIVE|N/A
opentelemetry.trace|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.utils.retry|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.evidence_nexus|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_02.carver|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_02.calibration_policy|ERA_MODERN|DEAD|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.signal_contract_validator|ERA_MODERN|DEAD|N/A
structlog  # type: ignore|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_02.phase2_20_00_method_signature_validator|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_95_03_executor_calibration_integration|ERA_MODERN|LIVE|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.signal_semantic_expander|ERA_MODERN|DEAD|N/A
textstat  # Flesch-Kincaid readability|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.signal_intelligence_layer|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_02.phase2_30_05_distributed_cache|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_50_02_batch_optimizer|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_95_05_execution_predictor|ERA_MODERN|LIVE|N/A
.chain_composer|ERA_UNKNOWN|DEAD|N/A
.contract_assembler|ERA_UNKNOWN|DEAD|N/A
.contract_generator|ERA_UNKNOWN|DEAD|N/A
.contract_validator|ERA_UNKNOWN|DEAD|N/A
.input_registry|ERA_UNKNOWN|DEAD|N/A
.json_emitter|ERA_UNKNOWN|DEAD|N/A
.method_expander|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.phases.Phase_02.contract_generator|ERA_MODERN|DEAD|N/A
.questionnaire_signal_registry|ERA_UNKNOWN|DEAD|N/A
farfan_pipeline.calibracion_parametrizacion.types|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_02.phase2_50_00_task_executor|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.phase2_20_00_circuit_breaker|ERA_MODERN|DEAD|N/A
farfan_pipeline.phases.Phase_02.phase2_30_04_circuit_breaker|ERA_MODERN|LIVE|N/A
farfan_pipeline.phases.Phase_02.contracts.phase2_input_contract|ERA_MODERN|DEAD|N/A
