# 06_DECISION_MATRIX.txt
# Mechanical remediation actions per import
# Format: <module>|<era>|<module_reality>|<symbol_reality>|<action>|<status>

farfan_pipeline.contracts.budget_monotonicity|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.contracts.routing_contract|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.contracts.risk_certificate|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.contracts.refusal|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.contracts.retriever_contract|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.contracts.snapshot_contract|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.contracts.total_ordering|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
orchestration.verify_contracts|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_02.executors.base_executor_with_contract|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
orchestration.class_registry|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.empirical_extractor_base|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.structural_marker_extractor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.normative_reference_extractor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.quantitative_triplet_extractor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.financial_chain_extractor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.causal_verb_extractor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.institutional_ner_extractor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.extractor_validator|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
{extractor.__class__.__module__}|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
transformers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
string|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.infrastructure.extractors.programmatic_hierarchy_extractor|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
.core.event|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.core.contracts|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.core.bus|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.vehicles.signal_registry|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.signal_registry|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.signal_context_scoper|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.integration.signal_consumption_integration|ERA_SIGNAL_CONSUMPTION|LIVE|N/A|INVESTIGATE|UNKNOWN
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.audit.questionnaire_access_audit|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
..core.contracts|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..signal_types.types.consumption|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..core.event|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..core.signal|ERA_UNKNOWN|LIVE|N/A|INVESTIGATE|UNKNOWN
..core.bus|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.base_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase0.phase0_90_02_bootstrap|ERA_BOOTSTRAP|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase0.providers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase0.wiring_types|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase1.phase1_11_00_signal_enrichment|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase1.phase1_13_00_cpp_ingestion|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase2.phase2_factory_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase2.phase2_evidence_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase2.phase2_contract_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase2.phase2_executor_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase3.phase3_10_00_signal_enriched_scoring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase4.phase4_aggregation_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase5.phase5_uncertainty_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase6.phase6_configuration_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase7.phase7_meso_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase8.phase8_30_00_signal_enriched_recommendations|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase9.phase9_reporting_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..signal_types.types.operational|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase0_90_02_bootstrap|ERA_BOOTSTRAP|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.providers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.wiring_types|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
...core.contracts|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase1_11_00_signal_enrichment|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase1_13_00_cpp_ingestion|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase2_factory_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase2_executor_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase2_evidence_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase2_contract_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
...core.event|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
opentelemetry|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase3_10_00_signal_enriched_scoring|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase4_aggregation_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase5_uncertainty_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase6_configuration_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase8_30_00_signal_enriched_recommendations|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phase9_reporting_consumer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.event|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.contracts|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.bus|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
queue|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
. signal|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
typing_extensions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.harmonization_validator|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fnmatch|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..validators.depuration|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..wiring.wiring_config|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..vocabulary.signal_vocabulary|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..vocabulary.capability_vocabulary|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..vehicles|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..consumers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.audit.consumption_proof|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
.irrigation_map|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..vehicles.base_vehicle|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.vocabulary.signal_vocabulary|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.vocabulary.capability_vocabulary|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.vocabulary.alignment_checker|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.irrigation.irrigation_map|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.irrigation.irrigation_executor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.vehicles.signal_context_scoper|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.scripts.generate_contracts|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.generate_contracts|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.. core.contracts|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..irrigation. irrigation_map|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.audit.questionnaire_access_audit|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.types.structural|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.types.integrity|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.types.epistemic|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.types.contrast|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.types.operational|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.types.consumption|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.client|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
tenacity|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.structural|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.integrity|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.epistemic|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.contrast|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.operational|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.consumption|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.orchestration|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
... core.signal|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.depuration|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.base_vehicle|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.signal_registry|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.signal_context_scoper|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.signal_evidence_extractor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.signal_intelligence_layer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.signal_loader|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.signal_quality_metrics|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.signal_enhancement_integrator|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.signal_irrigator|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.signals|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.contrast.contrast_signals_vehicle|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.structural.schema_validator_vehicle|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.. core.signal|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.contrast_signals_vehicle|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..base_vehicle|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
...signal_types.types.contrast|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..signal_types.types.structural|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..signal_types.types.epistemic|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.infrastructure.extractors.empirical_extractor_base|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
..signal_types.types.integrity|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.schema_validator_vehicle|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
...signal_types.types.structural|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
. signal_vocabulary|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.capability_vocabulary|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.wiring_config|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.vehicles.signal_registry|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.signal_types.client|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
.signal_types.client|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.signal_types.cache|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.infrastructure.irrigation_using_signals.ports|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.infrastructure.irrigation_using_signals.audit_signal_irrigation|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.infrastructure.irrigation_using_signals.SISAS.signal_evidence_extractor|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.infrastructure.irrigation_using_signals.visualization_generator|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
.base_extractor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pdm_structural_profile|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.modular_resolver|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.policy_area_scorer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.infrastructure.validators|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
.normative_compliance_validator|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
platform|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fcntl  # Unix|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
msvcrt  # Windows|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pylint_unreachable_fallback|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
mypy.plugin|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
mypy.types|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
astroid|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pylint.checkers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pylint.interfaces|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sklearn.ensemble|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
nltk.corpus|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
nltk.tokenize|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
nltk|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.analysis.factory|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
PyPDF2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
docx|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
networkx|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
dowhy|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
causalnex.inference|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
causalnex.network|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
causalnex.structure|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
causalnex.structure.notears|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
networkx.drawing.nx_pydot|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_00.phase0_00_02_runtime_error_fixes|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
scipy.stats|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sentence_transformers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fitz|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pydot|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
rapidfuzz|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.inference.bayesian_adapter|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
canonic_questionnaire_central.constants|ERA_UNKNOWN|LIVE|N/A|INVESTIGATE|UNKNOWN
farfan_pipeline.analysis.retry_handler|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.methods.embedding_cache_sota|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
contradiction_deteccion|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
financiero_viabilidad_tablas|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
retry_handler|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.methods.causal_inference_dowhy|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.methods.causal_structure_learning|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.methods.heterogeneous_treatment_effects|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
copy|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.core.policy_area_canonicalization|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pickle|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.core.canonical_notation|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
sklearn.metrics.pairwise|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
decimal|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
img2table.document|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
tabula|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sklearn.cluster|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
econml.dml|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
econml.metalearners|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
sklearn.linear_model|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.methods.financiero_viabilidad_tablas|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.analysis.contradiction_deteccion|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.methods.config_schemas|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
jsonschema|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.analysis.spc_causal_bridge|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.orchestration.compatibility|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
enforcement.enforce_contracts|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.equipment_auditor|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.audit_runner|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.orchestration.audit|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_03.contracts.phase3_10_02_output_contract|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_00.phase0_30_00_resource_controller|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_02.registries.questionnaire_signal_registry|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_03.contracts.phase3_10_00_input_contract|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
canonic_questionnaire_central.resolver|ERA_UNKNOWN|LIVE|N/A|INVESTIGATE|UNKNOWN
farfan_pipeline.phases.Phase_02.methods.contradiction_detector|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_02.methods.temporal_logic|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_02.methods.bayesian_calculator|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_02.methods.municipal_analyzer|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.scope_alignment_gate|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.value_add_gate|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.capability_gate|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.irrigation_channel_gate|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gate_orchestrator|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gates|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.factory|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.sisas_integration_hub|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_00.phase0_40_00_input_validation|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_00.phase0_90_02_bootstrap|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_00.phase0_90_03_wiring_validator|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_01.phase1_01_00_cpp_models|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_01.phase1_17_00_performance_metrics|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_01.phase1_16_00_checkpoint_manager|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_01.phase1_13_00_cpp_ingestion|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_03.contracts.phase3_input_contract|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_03.phase3_10_00_thresholds|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_03.phase3_20_00_score_extractor|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_03.phase3_30_00_validation|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_03.phase3_40_00_signal_enrichment|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_03.phase3_50_00_normative|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_03.contracts.phase3_output_contract|ERA_MODERN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
farfan_pipeline.phases.Phase_04.phase4_10_00_aggregation_settings|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_04.contracts.phase4_10_00_input_contract|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_04.phase4_30_00_aggregation|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_04.phase4_30_00_choquet_aggregator|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_04.phase4_10_00_aggregation_provenance|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
farfan_pipeline.phases.Phase_04.phase4_10_00_uncertainty_quantification|ERA_MODERN|LIVE|N/A|KEEP|CANONICAL
